year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,park_benches,state,pop2020,pop2010,area2020
2019,14,St. Louis,2.3,10.0,9%,22.5,95%,95.0,$261,100.0,2.7,37.5,1.6,70.0,2.7,47.5,0.6,40.0,2.2,68.0,1.9,73.0,55.8,,70.8,,Missouri,301578.0,319294.0,61.7
2019,15,Plano,13.5,50.0,10%,22.5,75%,65.0,$211,100.0,7.3,100.0,0.3,2.5,4.6,90.0,0.3,20.0,1.5,45.0,0.3,10.0,44.6,,70.5,,Texas,285494.0,259841.0,71.7
2019,16,San Diego,6.8,32.5,19%,50.0,79%,70.0,$154,85.0,2.8,37.5,1.1,45.0,2.2,35.0,1.0,60.0,1.5,43.0,0.1,3.0,37.1,,68.6,,California,1386932.0,1307402.0,325.9
2019,17,St. Petersburg,3.5,15.0,16%,40.0,75%,65.0,$140,77.5,4.1,62.5,2.3,100.0,3.5,65.0,1.2,80.0,4.8,100.0,1.2,43.0,75.0,,68.1,,Florida,258308.0,244769.0,61.8
2019,19,Long Beach,3.2,15.0,10%,25.0,83%,77.5,$205,100.0,1.6,15.0,2.1,97.5,1.4,17.5,1.1,73.0,3.7,100.0,0.0,0.0,50.4,,67.0,,California,466742.0,462257.0,50.7
2019,18,Philadelphia,3.0,12.5,13%,35.0,95%,95.0,$123,65.0,4.8,77.5,0.4,7.5,1.6,22.5,2.0,100.0,1.6,48.0,5.0,100.0,59.2,,66.7,,Pennsylvania,1603797.0,1526006.0,134.4
2019,21,New Orleans,2.0,7.5,26%,50.0,80%,72.5,$177,100.0,1.6,15.0,0.8,25.0,2.5,42.5,0.7,45.0,2.6,78.0,0.3,8.0,35.4,,66.4,,Louisiana,383997.0,343829.0,169.5
2019,20,Boise,7.3,35.0,9%,22.5,69%,55.0,$162,90.0,2.2,27.5,5.7,100.0,3.4,62.5,1.0,63.0,2.9,88.0,0.9,33.0,62.1,,66.1,,Idaho,235684.0,205671.0,84.0
2019,22,Pittsburgh,2.2,10.0,10%,25.0,91%,87.5,$117,62.5,4.7,75.0,2.3,100.0,3.8,72.5,1.7,100.0,0.6,15.0,8.7,100.0,77.1,,65.5,,Pennsylvania,302971.0,305704.0,55.4
2019,23,Aurora,8.0,37.5,11%,25.0,88%,82.5,$145,80.0,1.6,15.0,1.1,42.5,2.2,35.0,0.2,10.0,1.7,50.0,1.3,50.0,33.8,,64.7,,Colorado,386261.0,325078.0,160.1
2019,23,Aurora,8.0,37.5,11%,25.0,88%,82.5,$145,80.0,1.6,15.0,1.1,42.5,2.2,35.0,0.2,10.0,1.7,50.0,1.3,50.0,33.8,,64.7,,Illinois,180542.0,197899.0,45.0
2019,24,Milwaukee,4.6,22.5,9%,22.5,90%,87.5,$124,65.0,5.7,95.0,0.5,12.5,2.8,47.5,0.9,58.0,4.5,100.0,1.2,45.0,59.6,,64.3,,Wisconsin,577222.0,594833.0,96.2
2019,25,Lincoln,6.4,30.0,7%,17.5,91%,87.5,$101,52.5,8.8,100.0,1.4,60.0,4.6,90.0,0.6,38.0,4.0,100.0,0.7,25.0,68.8,,64.1,,Nebraska,291082.0,258379.0,97.7
2019,26,Henderson,8.0,40.0,13%,35.0,52%,30.0,$136,75.0,3.7,57.5,5.0,100.0,2.9,52.5,0.5,33.0,5.0,100.0,5.7,100.0,73.8,,63.4,,Nevada,317610.0,257729.0,106.2
2019,27,Sacramento,5.4,25.0,7%,15.0,82%,75.0,$125,67.5,3.2,47.5,2.4,100.0,4.1,80.0,0.7,43.0,1.5,43.0,5.2,100.0,68.8,,62.8,,California,524943.0,466488.0,98.6
2019,30,Raleigh,4.4,20.0,11%,27.5,57%,37.5,$194,100.0,5.2,85.0,1.1,42.5,2.2,35.0,1.6,100.0,2.1,63.0,0.9,30.0,59.2,,61.0,,North Carolina,467665.0,403892.0,145.1
2019,28,Denver,6.7,32.5,8%,20.0,90%,87.5,$115,60.0,1.4,12.5,1.8,82.5,3.5,65.0,0.8,50.0,0.8,23.0,0.8,30.0,43.8,,60.9,,Colorado,715522.0,600158.0,153.1
2019,29,Virginia Beach,3.9,17.5,16%,40.0,64%,47.5,$188,100.0,3.3,47.5,0.6,20.0,4.1,77.5,0.3,18.0,2.1,65.0,0.2,5.0,38.8,,60.9,,Virginia,459470.0,437994.0,244.7
2019,33,Fremont,6.4,30.0,49%,50.0,68%,55.0,$112,57.5,2.1,25.0,2.6,100.0,2.0,30.0,0.5,30.0,2.3,70.0,0.4,15.0,45.0,,59.4,,California,230504.0,214089.0,78.3
2019,32,Kansas City,11.7,50.0,9%,22.5,69%,55.0,$127,67.5,2.7,35.0,0.8,27.5,2.5,42.5,0.4,23.0,0.8,23.0,3.0,100.0,41.7,,59.2,,Missouri,508090.0,459787.0,314.7
2019,32,Kansas City,11.7,50.0,9%,22.5,69%,55.0,$127,67.5,2.7,35.0,0.8,27.5,2.5,42.5,0.4,23.0,0.8,23.0,3.0,100.0,41.7,,59.2,,Kansas,156607.0,145786.0,124.7
2019,31,San Jose,4.0,17.5,14%,35.0,78%,70.0,$124,67.5,2.2,27.5,1.1,40.0,3.0,55.0,1.0,60.0,0.7,20.0,1.8,70.0,45.4,,58.9,,California,1013240.0,945942.0,178.3
2019,34,Albuquerque,4.3,20.0,23%,50.0,87%,82.5,$65,27.5,2.2,25.0,2.4,100.0,3.2,57.5,1.0,68.0,1.2,38.0,0.7,25.0,52.1,,58.0,,New Mexico,564559.0,545852.0,187.3
2019,38,Cleveland,3.9,17.5,7%,15.0,82%,75.0,$111,57.5,6.0,100.0,0.8,27.5,3.6,67.5,1.2,75.0,1.1,30.0,10.5,100.0,66.7,,57.9,,Ohio,372624.0,396815.0,77.7
2019,35,Omaha,7.4,35.0,13%,32.5,80%,72.5,$81,37.5,5.2,85.0,0.4,7.5,4.3,85.0,0.7,40.0,1.2,38.0,1.6,60.0,52.5,,57.5,,Nebraska,486051.0,408958.0,133.2
2019,36,Las Vegas,1.1,5.0,19%,50.0,74%,62.5,$99,50.0,1.3,10.0,3.9,100.0,3.9,75.0,0.7,45.0,1.2,35.0,4.1,100.0,60.8,,57.1,,Nevada,641903.0,583756.0,141.8
2019,37,Anchorage,4.7,22.5,84%,50.0,75%,65.0,$99,50.0,1.7,17.5,2.3,100.0,2.9,52.5,0.3,18.0,1.5,45.0,0.0,0.0,38.8,,56.6,,Alaska,291247.0,291826.0,1706.8
2019,39,Des Moines,11.2,50.0,12%,32.5,69%,55.0,$76,35.0,2.7,37.5,1.3,55.0,2.6,45.0,0.2,8.0,2.0,60.0,6.6,100.0,50.8,,55.8,,Iowa,214133.0,203433.0,88.2
2019,40,Oakland,2.1,10.0,12%,30.0,87%,82.5,$103,52.5,2.6,35.0,3.8,100.0,1.7,25.0,1.1,73.0,1.3,40.0,0.0,0.0,45.4,,55.1,,California,440646.0,390724.0,55.9
2019,41,Scottsdale,13.5,50.0,27%,50.0,40%,12.5,$111,57.5,1.4,12.5,1.2,50.0,1.5,20.0,0.7,45.0,3.0,93.0,1.2,45.0,44.2,,53.5,,Arizona,241361.0,217385.0,184.0
2019,41,Atlanta,2.9,12.5,6%,15.0,71%,57.5,$138,75.0,2.7,35.0,0.8,30.0,2.9,52.5,1.5,95.0,0.4,13.0,2.3,88.0,52.1,,53.0,,Georgia,498715.0,420003.0,135.3
2019,43,Austin,8.7,42.5,10%,25.0,59%,40.0,$119,62.5,2.5,32.5,1.3,57.5,1.5,20.0,0.6,35.0,1.2,35.0,1.8,68.0,41.3,,52.8,,Texas,961855.0,790390.0,319.9
2019,44,Norfolk,1.6,7.5,5%,12.5,75%,65.0,$78,37.5,28.2,100.0,4.8,100.0,6.6,100.0,2.0,100.0,0.6,18.0,2.0,78.0,82.5,,51.3,,Virginia,238005.0,242803.0,53.3
2019,45,Tampa,4.5,22.5,8%,17.5,62%,45.0,$71,32.5,6.0,100.0,4.0,100.0,2.3,40.0,1.8,100.0,2.8,85.0,2.6,100.0,87.5,,51.3,,Florida,384959.0,335709.0,114.0
2019,46,Chesapeake,7.2,35.0,26%,50.0,42%,15.0,$91,45.0,3.7,55.0,2.0,92.5,4.9,97.5,1.0,63.0,1.1,33.0,0.0,0.0,56.7,,50.4,,Virginia,249422.0,222209.0,338.5
2019,47,Orlando,3.4,15.0,6%,15.0,63%,47.5,$121,65.0,5.0,80.0,1.0,40.0,2.0,32.5,1.5,95.0,4.2,100.0,0.0,0.0,57.9,,50.1,,Florida,307573.0,238300.0,110.6
2019,48,Buffalo,1.1,5.0,8%,17.5,89%,85.0,$66,30.0,6.3,100.0,0.8,25.0,2.3,40.0,0.7,43.0,2.3,70.0,4.2,100.0,62.9,,50.1,,New York,278349.0,261310.0,40.4
2019,50,Honolulu,6.1,30.0,17%,45.0,69%,55.0,$63,27.5,3.7,55.0,0.5,10.0,1.5,20.0,1.6,100.0,2.4,73.0,0.0,0.0,42.9,,50.1,,Hawaii,350964.0,337256.0,60.5
2019,49,Colorado Springs,6.3,30.0,9%,22.5,74%,62.5,$86,42.5,2.9,40.0,1.7,75.0,2.9,50.0,0.3,15.0,1.4,40.0,0.8,30.0,41.7,,49.8,,Colorado,478961.0,416427.0,195.4
2019,51,Jersey City,0.6,2.5,18%,47.5,93%,90.0,$27,2.5,2.5,32.5,2.5,100.0,1.3,15.0,0.9,60.0,0.9,25.0,3.6,100.0,55.4,,49.5,,New Jersey,292449.0,247597.0,14.7
2019,52,Columbus,7.7,37.5,9%,22.5,59%,40.0,$101,50.0,6.9,100.0,0.7,20.0,2.9,50.0,0.7,43.0,1.0,30.0,0.7,25.0,44.6,,48.6,,Ohio,905748.0,787033.0,220.0
2019,52,Columbus,7.7,37.5,9%,22.5,59%,40.0,$101,50.0,6.9,100.0,0.7,20.0,2.9,50.0,0.7,43.0,1.0,30.0,0.7,25.0,44.6,,48.6,,Georgia,206922.0,189885.0,216.5
2019,53,Dallas,7.7,37.5,9%,22.5,69%,55.0,$110,57.5,2.4,30.0,0.4,5.0,1.7,25.0,0.6,40.0,0.1,3.0,0.8,30.0,22.1,,48.6,,Texas,1304379.0,1197816.0,339.6
2019,54,Miami,2.6,12.5,7%,15.0,86%,80.0,$77,35.0,3.1,45.0,0.9,32.5,1.3,15.0,1.6,100.0,3.8,100.0,0.0,0.0,48.8,,47.8,,Florida,442241.0,399457.0,36.0
2019,55,Los Angeles,4.8,22.5,13%,32.5,61%,45.0,$119,62.5,3.5,50.0,0.3,2.5,1.1,10.0,1.1,70.0,0.8,20.0,0.4,13.0,27.5,,47.5,,California,3898747.0,3792621.0,469.5
2019,56,Phoenix,14.6,50.0,15%,40.0,49%,27.5,$87,42.5,0.9,2.5,0.7,25.0,1.6,22.5,0.4,23.0,2.5,75.0,0.6,23.0,28.3,,47.1,,Arizona,1608139.0,1445632.0,518.0
2019,59,Anaheim,8.3,40.0,8%,20.0,66%,52.5,$99,50.0,1.4,10.0,0.6,15.0,1.6,22.5,0.2,10.0,1.8,55.0,0.6,20.0,22.1,,46.1,,California,346824.0,336265.0,50.3
2019,60,North Las Vegas,7.1,35.0,26%,50.0,63%,47.5,$53,20.0,1.9,22.5,0.8,27.5,2.3,37.5,0.2,8.0,1.0,28.0,1.6,63.0,30.8,,45.8,,Nevada,262527.0,216961.0,101.3
2019,57,Nashville,16.7,50.0,11%,27.5,42%,15.0,$98,50.0,3.8,57.5,1.2,47.5,2.1,35.0,0.8,50.0,0.8,23.0,0.4,15.0,37.9,,45.1,,Tennessee,689447.0,601222.0,475.8
2019,57,Tulsa,9.8,47.5,8%,20.0,59%,40.0,$75,35.0,1.8,17.5,0.5,10.0,2.4,40.0,0.3,15.0,1.3,40.0,8.2,100.0,37.1,,44.9,,Oklahoma,413066.0,391906.0,197.5
2019,62,Riverside,10.5,50.0,6%,15.0,51%,30.0,$76,35.0,3.0,42.5,0.6,17.5,1.5,20.0,1.1,73.0,2.4,70.0,1.9,70.0,48.8,,44.7,,California,314998.0,303871.0,81.2
2019,63,Reno,5.0,25.0,5%,12.5,75%,65.0,$51,20.0,3.7,55.0,1.2,47.5,2.8,50.0,0.3,18.0,2.2,65.0,2.7,100.0,55.8,,44.6,,Nevada,264165.0,225221.0,108.8
2019,64,Bakersfield,9.1,45.0,6%,12.5,46%,22.5,$81,37.5,2.1,25.0,2.1,97.5,3.0,55.0,0.3,13.0,2.2,68.0,3.4,100.0,59.6,,44.3,,California,403455.0,347483.0,149.8
2019,66,Lexington,11.1,50.0,2%,5.0,53%,32.5,$81,37.5,3.3,47.5,1.9,85.0,1.9,27.5,0.5,30.0,2.4,73.0,1.2,48.0,51.7,,44.2,,Kentucky,322570.0,295803.0,283.6
2019,64,Greensboro,5.0,25.0,10%,25.0,63%,47.5,$66,30.0,1.6,15.0,1.0,40.0,3.6,67.5,0.8,53.0,2.7,83.0,1.0,38.0,49.2,,44.2,,North Carolina,299035.0,269666.0,129.6
2019,61,Baltimore,0.8,2.5,10%,22.5,87%,82.5,$69,30.0,1.6,15.0,0.5,10.0,3.3,60.0,1.4,93.0,0.6,15.0,1.0,35.0,37.9,,43.9,,Maryland,585708.0,620961.0,80.9
2019,66,Corpus Christi,3.3,15.0,9%,20.0,75%,65.0,$67,30.0,2.6,35.0,0.6,15.0,4.3,82.5,0.8,48.0,2.4,73.0,0.6,20.0,45.4,,43.9,,Texas,317863.0,305215.0,162.2
2019,68,Arlington,12.6,50.0,8%,17.5,57%,37.5,$92,45.0,1.7,17.5,0.5,12.5,1.5,20.0,0.3,18.0,1.2,35.0,1.3,48.0,25.0,,43.8,,Texas,394266.0,365438.0,95.9
2019,69,Chandler,8.4,40.0,4%,7.5,62%,45.0,$77,35.0,3.1,45.0,1.5,62.5,2.2,37.5,0.5,30.0,1.8,55.0,1.1,40.0,45.0,,43.1,,Arizona,275987.0,236123.0,65.3
2019,70,Glendale,4.8,22.5,6%,12.5,75%,65.0,$36,10.0,4.9,77.5,1.2,50.0,3.9,75.0,0.6,40.0,1.7,50.0,1.6,63.0,59.2,,42.3,,Arizona,248325.0,226721.0,61.6
2019,70,Glendale,4.8,22.5,6%,12.5,75%,65.0,$36,10.0,4.9,77.5,1.2,50.0,3.9,75.0,0.6,40.0,1.7,50.0,1.6,63.0,59.2,,42.3,,California,196543.0,191719.0,30.5
2019,71,El Paso,3.9,17.5,19%,50.0,56%,37.5,$43,15.0,4.4,70.0,0.7,22.5,4.1,77.5,0.8,53.0,0.6,18.0,1.3,48.0,47.9,,42.0,,Texas,678815.0,649121.0,258.4
2019,73,Durham,8.3,40.0,4%,7.5,51%,30.0,$66,27.5,4.2,65.0,1.5,65.0,2.1,32.5,0.7,45.0,3.1,95.0,1.5,55.0,59.6,,41.1,,North Carolina,283506.0,228330.0,112.8
2019,72,San Antonio,11.7,50.0,10%,25.0,42%,15.0,$90,45.0,1.7,15.0,0.9,32.5,1.7,25.0,0.8,50.0,1.5,45.0,0.3,10.0,29.6,,41.1,,Texas,1434625.0,1327407.0,498.8
2019,74,Chula Vista,6.9,32.5,7%,15.0,67%,52.5,$43,15.0,2.0,22.5,1.8,82.5,3.6,67.5,0.7,40.0,1.5,45.0,0.7,28.0,47.5,,40.6,,California,275487.0,243916.0,49.6
2019,74,Newark,0.9,2.5,6%,12.5,93%,90.0,$48,17.5,2.6,35.0,0.0,0.0,0.9,7.5,0.8,53.0,1.0,30.0,3.5,100.0,37.5,,40.0,,New Jersey,311549.0,277140.0,24.1
2019,76,Toledo,5.5,27.5,6%,15.0,81%,72.5,$41,12.5,2.7,37.5,0.7,22.5,3.8,72.5,0.4,25.0,0.6,18.0,0.4,13.0,31.3,,39.7,,Ohio,270871.0,287208.0,80.5
2019,77,Wichita,11.3,50.0,5%,10.0,53%,32.5,$57,22.5,1.0,2.5,0.7,25.0,2.1,35.0,0.4,28.0,3.9,100.0,1.5,58.0,41.3,,39.1,,Kansas,397532.0,382368.0,162.0
2019,78,Jacksonville,5.8,27.5,15%,37.5,35%,5.0,$57,22.5,2.4,30.0,0.6,12.5,3.6,67.5,1.3,88.0,6.1,100.0,2.1,80.0,62.9,,38.9,,Florida,949611.0,821784.0,747.3
2019,81,Tucson,5.5,27.5,3%,5.0,63%,47.5,$57,22.5,5.0,80.0,1.5,65.0,2.7,47.5,0.8,50.0,1.8,55.0,0.6,20.0,52.9,,38.9,,Arizona,542629.0,520116.0,241.0
2019,79,Garland,9.6,47.5,7%,15.0,62%,45.0,$62,27.5,2.2,27.5,0.0,0.0,1.4,17.5,0.7,40.0,1.2,35.0,0.0,0.0,20.0,,38.8,,Texas,246018.0,226876.0,57.1
2019,80,Louisville,7.5,37.5,8%,20.0,38%,10.0,$61,25.0,2.7,37.5,1.1,45.0,2.8,47.5,0.6,35.0,3.6,100.0,5.4,100.0,60.8,,38.3,,Kentucky,633045.0,597337.0,263.5
2019,83,Detroit,2.4,10.0,7%,15.0,80%,72.5,$54,20.0,2.6,35.0,0.9,32.5,3.0,55.0,0.5,30.0,0.5,13.0,0.9,33.0,32.9,,37.6,,Michigan,639111.0,713777.0,138.7
2019,84,Stockton,6.0,30.0,3%,5.0,74%,62.5,$23,2.5,3.5,50.0,1.0,35.0,2.3,37.5,0.4,23.0,2.7,83.0,1.6,60.0,47.9,,37.0,,California,320804.0,291707.0,62.2
2019,85,Santa Ana,6.0,30.0,4%,10.0,75%,65.0,$47,17.5,2.1,25.0,0.0,0.0,1.2,12.5,0.9,60.0,1.5,45.0,0.0,0.0,23.8,,36.6,,California,310227.0,324528.0,27.3
2019,82,Houston,4.7,22.5,11%,27.5,58%,40.0,$57,22.5,2.2,27.5,0.7,20.0,1.8,25.0,0.6,40.0,0.7,20.0,1.1,40.0,28.8,,35.3,,Texas,2304580.0,2100263.0,640.4
2019,86,Winston-Salem,9.2,45.0,5%,10.0,36%,7.5,$62,25.0,1.2,7.5,0.8,27.5,1.8,27.5,1.4,90.0,2.1,63.0,2.8,100.0,52.5,,35.0,,North Carolina,249545.0,229617.0,132.7
2019,88,Memphis,10.0,50.0,5%,10.0,45%,20.0,$66,30.0,2.9,40.0,0.6,17.5,1.8,27.5,0.9,60.0,0.1,3.0,0.3,10.0,26.3,,34.1,,Tennessee,633104.0,646889.0,297.0
2019,87,Irving,3.2,15.0,5%,12.5,62%,45.0,$68,30.0,1.1,7.5,1.2,50.0,3.1,55.0,0.8,53.0,0.2,5.0,0.8,30.0,33.3,,34.0,,Texas,256684.0,216290.0,67.0
2019,88,Fort Worth,7.7,37.5,6%,12.5,60%,42.5,$67,30.0,1.5,15.0,0.3,2.5,2.3,37.5,0.3,18.0,0.2,3.0,0.1,3.0,12.9,,33.9,,Texas,918915.0,741206.0,342.9
2019,90,Lubbock,9.7,47.5,3%,5.0,55%,35.0,$39,12.5,4.8,77.5,0.8,25.0,2.2,35.0,0.4,23.0,1.3,38.0,0.0,0.0,32.9,,33.2,,Texas,257141.0,229573.0,134.6
2019,91,Baton Rouge,4.2,20.0,3%,5.0,53%,32.5,$49,17.5,8.1,100.0,0.9,30.0,2.7,45.0,2.9,100.0,1.2,38.0,0.9,30.0,57.1,,33.0,,Louisiana,227470.0,229493.0,86.3
2019,92,Hialeah,4.4,20.0,2%,2.5,68%,55.0,$31,7.5,3.0,42.5,0.0,0.0,0.7,2.5,1.5,100.0,1.0,28.0,1.7,65.0,39.6,,31.1,,Florida,223109.0,224669.0,21.6
2019,93,Fresno,2.2,10.0,3%,5.0,67%,52.5,$37,10.0,4.5,72.5,1.3,55.0,2.6,45.0,0.6,38.0,0.9,25.0,0.9,35.0,45.0,,30.6,,California,542107.0,494665.0,115.2
2019,94,Laredo,4.1,20.0,2%,2.5,54%,32.5,$65,27.5,9.5,100.0,0.4,5.0,2.1,35.0,1.0,63.0,0.9,25.0,0.0,0.0,37.9,,30.1,,Texas,255205.0,236091.0,106.5
2019,96,Mesa,2.8,12.5,3%,7.5,65%,50.0,$68,30.0,2.8,37.5,0.4,5.0,1.3,15.0,0.2,13.0,0.6,18.0,0.6,20.0,17.9,,29.5,,Arizona,504258.0,439041.0,138.7
2019,95,Charlotte/Mecklenburg County,16.5,50.0,6%,12.5,36%,7.5,$48,17.5,3.7,55.0,0.5,12.5,2.1,32.5,0.5,28.0,0.5,15.0,0.7,25.0,27.9,,28.9,,North Carolina,,,
2019,97,Oklahoma City,5.0,22.5,4%,7.5,38%,10.0,$70,32.5,1.9,20.0,0.4,5.0,2.5,42.5,0.8,48.0,1.2,38.0,2.9,100.0,42.1,,28.6,,Oklahoma,681054.0,579999.0,606.2
2018,1,Minneapolis,5.7,11.0,15%,16.0,97%,39.0,$249,40.0,3.4,22.0,1.7,35.0,4.0,33.0,2.4,40.0,6.8,40.0,0.2,2.0,29.0,135.0,84.2,,Minnesota,429954.0,382578.0,54.0
2018,2,St. Paul,3.2,6.0,15%,16.0,96%,38.0,$218,40.0,7.8,40.0,1.3,26.0,3.7,30.0,1.7,40.0,10.5,40.0,1.0,15.0,32.0,132.0,82.4,,Minnesota,311527.0,285068.0,52.0
2018,3,Washington,1.4,2.0,22%,20.0,98%,39.0,$257,40.0,5.4,38.0,1.8,37.0,1.7,10.0,2.3,40.0,2.1,15.0,3.7,40.0,30.0,131.0,81.9,,District of Columbia,689545.0,601723.0,61.1
2018,4,Arlington,2.4,4.0,11%,11.0,98%,40.0,$240,40.0,5.7,40.0,3.5,40.0,4.3,36.0,1.4,36.0,3.1,25.0,2.2,36.0,36.0,131.0,81.6,,Virginia,,,
2018,5,San Francisco,1.3,2.0,20%,20.0,100%,40.0,$279,40.0,5.4,39.0,3.7,40.0,2.6,19.0,0.8,20.0,1.7,12.0,1.4,22.0,25.0,127.0,79.6,,California,873965.0,805235.0,46.9
2018,6,Portland,4.9,9.0,18%,19.0,86%,33.0,$251,40.0,5.4,38.0,5.2,40.0,2.1,14.0,0.6,15.0,2.0,14.0,1.6,25.0,24.0,125.0,78.3,,Oregon,652503.0,583776.0,133.5
2018,7,Cincinnati,4.4,8.0,14%,15.0,71%,25.0,$201,40.0,8.9,40.0,1.3,25.0,5.0,40.0,1.5,38.0,6.2,40.0,4.5,40.0,37.0,125.0,78.2,,Ohio,309317.0,296943.0,77.8
2018,8,Chicago,2.2,4.0,10%,10.0,98%,40.0,$172,39.0,4.6,32.0,0.9,15.0,3.5,28.0,1.8,40.0,2.4,18.0,8.6,40.0,29.0,122.0,76.1,,Illinois,2746388.0,2695598.0,227.7
2018,9,New York,1.1,1.0,21%,20.0,97%,39.0,$198,40.0,3.6,23.0,1.6,33.0,2.2,16.0,0.1,2.0,0.8,4.0,9.0,40.0,20.0,120.0,74.8,,New York,8804190.0,8175133.0,300.5
2018,10,Irvine,6.6,13.0,26%,20.0,75%,27.0,$255,40.0,2.8,17.0,0.4,3.0,2.7,20.0,1.5,38.0,2.9,22.0,0.4,5.0,18.0,118.0,73.4,,California,307670.0,212375.0,65.6
2018,11,Seattle,2.4,4.0,12%,13.0,94%,37.0,$276,40.0,3.3,21.0,2.0,40.0,2.2,15.0,0.8,19.0,2.8,21.0,1.3,21.0,23.0,117.0,73.0,,Washington,737015.0,608660.0,83.8
2018,12,Madison,4.7,9.0,14%,14.0,90%,35.0,$126,27.0,10.6,40.0,4.0,40.0,7.0,40.0,0.1,1.0,3.2,25.0,1.2,19.0,28.0,113.0,70.3,,Wisconsin,269840.0,233209.0,79.6
2018,13,Boston,1.4,2.0,17%,19.0,99%,40.0,$118,25.0,3.3,21.0,1.2,23.0,4.0,33.0,0.9,24.0,1.3,8.0,9.2,40.0,25.0,111.0,69.3,,Massachusetts,675647.0,617594.0,48.3
2018,14,St. Louis,2.3,4.0,10%,10.0,88%,34.0,$265,40.0,2.7,16.0,1.6,33.0,2.6,19.0,0.6,15.0,2.8,22.0,1.9,31.0,23.0,111.0,69.2,,Missouri,301578.0,319294.0,61.7
2018,15,St. Petersburg,3.5,6.0,16%,17.0,74%,26.0,$137,30.0,4.1,28.0,2.3,40.0,3.3,26.0,1.2,31.0,4.8,40.0,0.4,5.0,28.0,107.0,67.1,,Florida,258308.0,244769.0,61.8
2018,16,San Diego,6.8,13.0,23%,20.0,77%,28.0,$141,31.0,2.8,16.0,1.1,22.0,2.1,15.0,1.0,24.0,1.9,13.0,0.1,1.0,15.0,107.0,67.0,,California,1386932.0,1307402.0,325.9
2018,17,Milwaukee,4.6,9.0,10%,11.0,89%,34.0,$131,28.0,5.7,40.0,0.5,6.0,2.7,20.0,0.9,23.0,5.6,40.0,1.2,19.0,25.0,107.0,66.7,,Wisconsin,577222.0,594833.0,96.2
2018,18,Plano,13.5,20.0,9%,10.0,75%,26.0,$197,40.0,3.0,18.0,0.3,2.0,2.4,18.0,0.3,8.0,1.4,8.0,0.3,4.0,10.0,106.0,66.0,,Texas,285494.0,259841.0,71.7
2018,19,Henderson,8.0,16.0,13%,14.0,49%,12.0,$144,32.0,3.9,25.0,5.2,40.0,3.0,23.0,0.6,13.0,5.1,40.0,5.9,40.0,30.0,104.0,65.1,,Nevada,317610.0,257729.0,106.2
2018,20,Aurora,8.0,16.0,11%,11.0,86%,33.0,$143,31.0,1.4,5.0,0.8,14.0,2.2,15.0,0.2,5.0,2.3,17.0,1.1,17.0,12.0,103.0,64.5,,Colorado,386261.0,325078.0,160.1
2018,20,Aurora,8.0,16.0,11%,11.0,86%,33.0,$143,31.0,1.4,5.0,0.8,14.0,2.2,15.0,0.2,5.0,2.3,17.0,1.1,17.0,12.0,103.0,64.5,,Illinois,180542.0,197899.0,45.0
2018,21,Long Beach,3.2,6.0,10%,10.0,81%,30.0,$208,40.0,1.6,6.0,2.1,40.0,1.4,7.0,1.1,28.0,2.5,18.0,0.0,0.0,17.0,103.0,64.1,,California,466742.0,462257.0,50.7
2018,22,Sacramento,5.4,10.0,8%,8.0,78%,29.0,$130,28.0,2.6,15.0,2.2,40.0,4.1,34.0,1.0,24.0,1.7,11.0,4.0,40.0,27.0,102.0,64.0,,California,524943.0,466488.0,98.6
2018,23,Pittsburgh,2.2,4.0,10%,11.0,84%,32.0,$100,20.0,3.6,24.0,2.3,40.0,3.8,31.0,1.7,40.0,4.3,35.0,8.4,40.0,35.0,102.0,63.8,,Pennsylvania,302971.0,305704.0,55.4
2018,24,Lincoln,7.0,14.0,7%,7.0,85%,33.0,$96,19.0,8.7,40.0,1.4,28.0,4.6,39.0,0.6,15.0,4.6,38.0,0.7,10.0,28.0,101.0,63.3,,Nebraska,291082.0,258379.0,97.7
2018,24,New Orleans,2.0,3.0,26%,20.0,77%,28.0,$162,36.0,1.7,7.0,0.8,13.0,2.6,19.0,0.7,18.0,3.2,26.0,0.3,3.0,14.0,101.0,63.3,,Louisiana,383997.0,343829.0,169.5
2018,26,Denver,6.7,13.0,8%,8.0,86%,33.0,$121,26.0,1.5,6.0,1.4,29.0,3.6,29.0,0.8,19.0,2.4,18.0,0.9,13.0,19.0,99.0,61.9,,Colorado,715522.0,600158.0,153.1
2018,27,San Jose,4.0,7.0,14%,15.0,77%,28.0,$142,31.0,2.0,10.0,1.0,17.0,2.7,21.0,1.0,24.0,0.7,3.0,1.8,30.0,18.0,99.0,61.6,,California,1013240.0,945942.0,178.3
2018,28,Virginia Beach,3.9,7.0,16%,17.0,61%,19.0,$188,40.0,3.3,21.0,0.6,10.0,4.1,34.0,0.3,7.0,2.4,18.0,0.2,2.0,15.0,98.0,61.5,,Virginia,459470.0,437994.0,244.7
